Temperature,Concentration,Diffusion Coefficient,R^2,stderr,K_alpha,alpha,R^2_anomalous,stderr_K_alpha,stderr_alpha
324.3663663663664,75,8.409007226666336e-11,0.9859560084787602,2.408662504895171e-05,7.715399236172526e-10,0.860766368691153,0.9747127013180596,0.0001303443573196364,0.0007717443965641022
291.53353353353356,75,2.7709547038180787e-11,0.9667203276932577,1.2339093009532237e-05,5.632848322669152e-10,0.5898189314501847,0.9278893104811312,0.00010064468786027715,0.0008440195918932721
323.8658658658659,75,4.8203775461785416e-11,0.9676622771373463,2.1148938911108195e-05,8.918148262432997e-10,0.6138020017158075,0.9712352186256663,0.00010786658219335035,0.0005693070715088109
307.54954954954957,75,2.355742358855931e-11,0.963874493430645,1.0945591507108317e-05,7.570641933635264e-10,0.44857645339260294,0.9786523632792524,5.280366467929213e-05,0.0003374813853953077
348.4904904904905,75,4.453708434088576e-11,0.9309437609832639,2.9112281119925436e-05,5.649561337303469e-10,0.7590894429853378,0.8851384540450817,0.00017230919106748745,0.0014087410902980666
329.6716716716717,75,5.85493526426039e-11,0.9978831604500998,6.472036193371634e-06,7.974752786855393e-10,0.7191384619751668,0.9855298045241063,8.145518758176635e-05,0.0004740344126758782
281.4234234234234,75,2.951368364648414e-11,0.9287380821956774,1.9620960341452996e-05,9.808917430113905e-10,0.43775235210060376,0.9881226021734908,5.067521334474927e-05,0.0002504973606280379
260.7027027027027,75,8.271377176278777e-11,0.9975702217191618,9.797248546636258e-06,6.106422618197982e-10,0.9327115029001535,0.9946963096210129,5.295180448713185e-05,0.0003933904373151531
335.5775775775776,75,3.6194184414762316e-11,0.884354693464848,3.1412628214806825e-05,1.1826644399435278e-09,0.44367178752153574,0.9539924001614232,0.0001247976790257567,0.000511056702505804
271.013013013013,75,9.468242308716117e-11,0.9908995383938164,2.1777146747804343e-05,8.32647527309391e-10,0.8638662488446096,0.9911860535201574,8.607705006549892e-05,0.0004720881839551723
296.03803803803805,75,2.4610003909953977e-11,0.8272674846747078,2.698922848344138e-05,1.0370331348918107e-09,0.3777418724200814,0.9066891280493152,0.00013061368803794757,0.0006182878193711656
337.3793793793794,75,2.1531590153707214e-11,0.9451339817337875,1.2450759760611205e-05,7.758391228931886e-10,0.41496887871911015,0.8648811956428815,0.00012561546569760492,0.0007886224663670967
260.6026026026026,75,5.7126407695206254e-11,0.8220667964056881,6.378617741753387e-05,4.4717765084658263e-10,0.933190116423862,0.8059026182879194,0.00024354521172170428,0.0024707380937581194
281.5235235235235,75,4.1661657130426105e-11,0.957755162316652,2.0999590631856906e-05,4.753431026442176e-10,0.7924956199236314,0.9256958805813899,0.00012264256715722034,0.0011872104481397163
259.9019019019019,75,1.4224384853947894e-11,0.9940421062447499,2.6429697766828407e-06,4.3248752314171436e-10,0.4658471581200365,0.9459432042786705,4.930038486999557e-05,0.0005497795533098319
338.4804804804805,75,3.735537553809459e-11,0.9599777717560245,1.8305764313609193e-05,7.515691334396177e-10,0.5930767165821037,0.9201917365298385,0.00014277154926768418,0.0008969156979765218
310.15215215215215,75,4.162695738862626e-11,0.9675379356672591,1.8299678109249415e-05,7.430127483972353e-10,0.6257938576458925,0.9714276245254484,9.168902716885241e-05,0.0005798545348260271
341.7837837837838,75,2.4455474931085826e-11,0.9635589671340548,1.141424020312204e-05,9.368001854509485e-10,0.40067206508589454,0.9868846050932955,4.444568474920662e-05,0.0002317682932220329
342.38438438438436,75,1.4177494595081462e-11,0.8973955238904422,1.1505497717800121e-05,1.1846996181536094e-09,0.21803156430938353,0.829475806530535,0.00010391990148782229,0.00044818241213176224
310.95295295295296,75,7.029096306029145e-11,0.9866668525615596,1.961079868514384e-05,8.119439272581669e-10,0.7762734099344188,0.9748422155965101,0.00012104820362135774,0.0006872308776961998
352.8948948948949,75,6.950185190458273e-11,0.9410904768677048,4.1733821772184706e-05,6.935499303100972e-10,0.840841646718574,0.9151806258428212,0.00020730262119208266,0.0013682461197120775
291.43343343343344,75,2.4729453038937513e-11,0.9764254912919341,9.222124859310275e-06,7.396564350779028e-10,0.4684566940503017,0.9765052079358602,5.689596284304083e-05,0.0003708094411511121
314.35635635635634,75,6.145040557375611e-11,0.9690468838621197,2.6358413310483085e-05,6.211501527879499e-10,0.833665653276383,0.9455783902783568,0.00014603960888058968,0.0010770273263019758
337.57957957957956,75,2.240057954453078e-11,0.9766381227970549,8.31497604860066e-06,8.000676515356031e-10,0.4187770560377654,0.9347196368740669,8.912551491001378e-05,0.0005421766194909941
287.9299299299299,75,6.771108202093273e-11,0.9803338172588935,2.3016936155193514e-05,1.045730397093711e-09,0.6691875827761621,0.9929617100808441,7.017121003662282e-05,0.00031341857906718194
317.1591591591592,75,4.1532051416413453e-11,0.9296855110999496,2.7412742080107972e-05,8.18583474469634e-10,0.6070297241367617,0.8502245444250189,0.00021786805883519783,0.0012540156722769683
288.7307307307307,75,5.948588083427471e-11,0.9630148808616034,2.797857716014578e-05,9.342149108595122e-10,0.6680568237875563,0.9556687525215809,0.00015629483474172652,0.0007815509435090273
287.029029029029,75,2.897889478263403e-11,0.9882925957973869,7.569794150869118e-06,5.865269501516152e-10,0.5883051518977896,0.9696362009503077,6.765348934843356e-05,0.0005449799447472696
335.8778778778779,75,7.244119422402759e-11,0.9935346842697084,1.402502583750868e-05,6.919662676417687e-10,0.8468733129464981,0.9809644953109932,9.884177858385235e-05,0.0006534439060548112
263.1051051051051,75,5.294040617728138e-11,0.992814467908412,1.080929583766258e-05,7.885795254893799e-10,0.6830612793804794,0.9962974904104002,3.893283738166129e-05,0.00023017698282125275
357.4994994994995,75,4.637587991293385e-11,0.962886193899901,2.185179644254496e-05,1.5146170777224201e-09,0.44377231311902027,0.9875722499322971,7.964049505920429e-05,0.0002546528454375755
274.016016016016,75,1.8938251476121658e-11,0.9747358305373038,7.317515360785852e-06,7.018314407557975e-10,0.4080168500309191,0.9613572543475553,5.845576985588418e-05,0.0004062611987217517
