Temperature,Concentration,Diffusion Coefficient,R^2,stderr
331.97397397397395,66,1.7716816106043414e-10,0.9989883698360397,3.052216746700504e-05
330.67267267267266,66,2.3135207517588276e-11,0.9290695396158265,2.689115331613578e-05
330.37237237237235,66,2.9509311203805496e-11,0.980262735531012,1.8842612004161623e-05
329.87187187187186,66,6.114015274905707e-11,0.9919424240815569,2.5970004591480137e-05
329.37137137137137,66,3.5690283980385975e-11,0.9964468083255809,9.42625531311278e-06
328.7707707707708,66,1.5474461592696373e-11,0.9862605160204025,6.9773292226715874e-06
328.57057057057057,66,3.637069325108501e-11,0.9862865683286147,1.9014924084567392e-05
328.1701701701702,66,7.187205127538849e-11,0.9982537757335398,1.4575070965570873e-05
327.96996996996995,66,3.2557682862044616e-11,0.9853734897420153,2.1166526417920916e-05
327.5695695695696,66,3.799415103873215e-11,0.9817302396749867,2.4625509369828054e-05
327.36936936936934,66,1.1664770449140555e-11,0.8905666999741115,1.3288262798258407e-05
326.96896896896897,66,5.7995293735329285e-11,0.9969592629924782,1.5158151867113179e-05
326.66866866866866,66,9.49473925452086e-11,0.9875825014307398,5.717486843406699e-05
326.16816816816817,66,2.54137543499371e-11,0.9959850775363239,7.4486720321978005e-06
325.6676676676677,66,4.679610142733744e-11,0.9975722466463948,1.3642809700131326e-05
325.26726726726724,66,7.632560624605501e-11,0.9995369065343109,8.440750811228457e-06
325.1671671671672,66,7.358622813231308e-11,0.9965020094399759,2.090498574311678e-05
325.06706706706706,66,2.9076769460657924e-11,0.9977561463515946,6.157547492677575e-06
324.86686686686687,66,2.1967825740360166e-11,0.9972163070784984,5.255533147415076e-06
324.76676676676675,66,1.3155535107627839e-11,0.9910121641004588,6.324227725280401e-06
323.76576576576576,66,6.333602074412168e-11,0.9966010273501057,1.804067065604035e-05
323.26526526526527,66,5.038328336971754e-11,0.9896379823923074,2.2486750807627155e-05
322.16416416416416,66,6.040373068452927e-11,0.9969250109737583,1.486379024393614e-05
321.963963963964,66,4.186327154366985e-11,0.9763148532723804,2.7850368675550378e-05
321.66366366366367,66,1.6646742310124308e-11,0.9979570923373058,4.3023142824862175e-06
321.26326326326324,66,3.606006986475221e-11,0.9805607549635902,2.2266427147297652e-05
320.56256256256256,66,4.847509361756619e-11,0.9889095100468758,2.4801763804193994e-05
320.46246246246244,66,2.5655018432447027e-11,0.9948559761232939,7.679719400323245e-06
320.1621621621622,66,9.334511758448426e-11,0.9975769043396605,2.4086459784502415e-05
319.76176176176176,66,5.3504573741783364e-11,0.9928746539189741,2.2243666943473078e-05
319.5615615615616,66,1.2251074970562025e-11,0.7473761218051893,2.490588671051396e-05
318.5605605605606,66,4.2354658138374025e-11,0.9989967388665825,6.722116693202145e-06
318.2602602602602,66,3.7480259572390205e-12,0.8175753542427877,5.707211322984318e-06
318.06006006006004,66,3.861719986720111e-11,0.9895247578408788,1.830144604847071e-05
317.75975975975973,66,2.7973684962409487e-11,0.9946474531971149,1.0268271414758087e-05
317.4594594594595,66,1.0543169018869307e-10,0.9875401034273998,6.377697106383119e-05
317.05905905905905,66,4.598422937742749e-11,0.9640750297456191,3.7132495878096136e-05
316.75875875875874,66,6.43439927050162e-11,0.9987316299998354,1.111621154184725e-05
315.0570570570571,66,6.040880815617462e-11,0.9966278117718944,1.9208057233689088e-05
314.95695695695696,66,1.3005359831985687e-11,0.9756537406696184,9.932057617049902e-06
314.15615615615616,66,4.275841874891624e-11,0.940155713667019,4.3385166525189145e-05
313.955955955956,66,8.685448793826358e-11,0.9978035412507938,2.32353848338812e-05
313.85585585585585,66,6.532109722520974e-11,0.9916096353506101,3.0266637864861856e-05
313.65565565565566,66,3.2050209168833204e-11,0.931976808153549,3.156017843432297e-05
